LSOA,Predicted IMD Score
E01012957,10.866931
E01012960,9.354881
E01012963,30.70757
E01013112,4.096245
E01013018,13.136565
E01013019,17.585642
E01013021,15.150514
E01013025,7.684802
E01013026,15.678699
E01013105,13.753918
E01013110,7.60141
E01013111,4.6218586
E01013115,8.498765
E01013117,5.2786922
E01013108,4.8132
E01013113,8.762673
E01013114,2.4584634
E01013116,4.109646
E01013118,2.6146085
E01013094,14.822676
E01013095,18.661331
E01013096,14.445381
E01013097,14.163647
E01013102,12.243768
E01013028,8.979137
E01013078,15.047202
E01013081,16.356075
E01013082,21.954615
E01013085,14.02149
E01012970,1.5141084
E01012972,6.2476616
E01012973,4.2493954
E01012974,10.887414
E01013092,4.3181114
E01033495,4.3780174
E01033496,4.8008633
E01013033,10.216336
E01013098,7.8483057
E01013099,22.405325
E01013100,11.981194
E01013101,10.724728
E01013008,16.236074
E01013009,20.87146
E01013013,14.396489
E01013014,14.840896
E01013107,22.746416
E01013088,3.4001615
E01013089,4.2313786
E01013090,9.039548
E01013091,6.9609175
E01013093,3.5238874
E01013005,7.671361
E01013007,15.481912
E01013011,12.567043
E01013012,4.9924145
E01012996,4.306839
E01012998,11.117616
E01013015,12.438397
E01013016,7.5163
E01013003,22.554884
E01013017,14.018746
E01013020,11.263817
E01013076,18.161707
E01013079,18.691889
E01013080,48.49086
E01013083,55.182262
E01013084,56.85446
E01013086,26.31896
E01013087,28.103899
E01012993,19.145367
E01012997,28.858858
E01012999,33.085907
E01013001,15.122095
E01013074,13.621016
E01012994,25.860506
E01012995,28.90737
E01013000,56.18098
E01013002,49.214306
E01013004,33.531647
E01013072,22.632843
E01013073,10.64689
E01013075,12.361236
E01013077,11.546056
E01013006,12.9294
E01013010,12.869021
E01013103,11.452973
E01013104,12.4332075
E01013106,25.726822
E01032596,17.77451
E01012975,7.538062
E01012977,10.688685
E01012984,7.438984
E01012985,13.073669
E01012976,29.461523
E01012979,19.48748
E01012980,32.83865
E01012982,17.534681
E01012779,65.79791
E01012780,62.537075
E01012781,62.155193
E01012832,30.124104
E01033105,8.462349
E01033106,8.711007
E01033107,5.259802
E01033108,5.694786
E01012782,62.874386
E01012785,67.43925
E01012786,47.127262
E01012787,64.06471
E01012788,60.511524
E01012789,53.07819
E01012875,75.252266
E01012876,71.518326
E01012877,66.77414
E01012878,67.808685
E01012879,75.779526
E01012778,61.822563
E01012783,63.325474
E01012784,31.28882
E01012790,53.50497
E01012906,71.28355
E01012908,50.497112
E01012764,20.134602
E01012765,18.588852
E01012768,26.631044
E01012769,19.203318
E01012829,20.043634
E01012830,23.837633
E01012905,46.22788
E01012910,15.630222
E01012912,15.612234
E01012822,21.323015
E01012904,23.959978
E01012907,25.734192
E01012909,6.130728
E01012911,10.063916
E01012873,72.834274
E01012874,69.56469
E01012880,56.612244
E01012881,69.55503
E01012915,53.628838
E01012917,46.49339
E01012918,62.78936
E01012833,54.640045
E01012835,17.823732
E01012836,72.3866
E01012839,26.317516
E01012840,53.390778
E01012824,20.11622
E01012825,26.303982
E01012834,56.120564
E01012837,49.554825
E01012838,52.81999
E01012821,35.429127
E01012823,52.965363
E01012826,38.09198
E01012827,31.983818
E01012828,24.010391
E01012766,15.482832
E01012767,22.697838
E01012914,16.612024
E01012916,22.434074
E01012812,9.800235
E01012813,12.153412
E01012814,11.432938
E01012815,9.857354
E01012818,14.626135
E01012791,10.066999
E01012792,13.203546
E01012793,15.361484
E01012794,15.364376
E01012913,18.757534
E01012761,56.207108
E01012868,29.535093
E01012869,38.3185
E01012871,35.144886
E01012872,18.313509
E01012804,22.993542
E01012806,52.975685
E01012807,28.003664
E01012817,29.846367
E01012819,22.137526
E01012841,63.94085
E01012844,70.45417
E01012849,52.681953
E01012895,73.05974
E01012897,87.280785
E01012898,51.836796
E01012758,15.72264
E01012762,20.097935
E01012763,34.66837
E01012866,39.594418
E01012870,24.204498
E01012774,29.174772
E01012795,34.391335
E01012797,25.57558
E01012798,51.98759
E01012801,21.85396
E01012816,26.015547
E01012848,48.277752
E01012894,50.20818
E01012896,19.053263
E01012901,28.986427
E01012842,55.376644
E01012843,79.7498
E01012845,61.10137
E01012846,63.010727
E01012847,71.50226
E01012820,24.619446
E01012899,32.540592
E01012900,57.484283
E01012902,22.218084
E01012903,49.296528
E01012796,24.646864
E01012799,22.18604
E01012800,19.828566
E01012802,22.448648
E01012803,25.82459
E01012850,59.401703
E01012852,61.35586
E01012856,73.359146
E01012857,65.170815
E01012867,62.181885
E01012756,24.712759
E01012757,28.884682
E01012759,30.325785
E01012760,28.170006
E01012862,61.456444
E01012805,51.713406
E01012808,69.126724
E01012809,61.208286
E01012810,19.07604
E01012811,15.887296
E01012773,22.57533
E01012776,23.559658
E01012863,32.112698
E01012864,60.245823
E01012865,58.753044
E01012770,10.09719
E01012771,19.344816
E01012772,18.524137
E01012775,37.758045
E01012777,33.679665
E01012851,63.2058
E01012854,67.14347
E01012855,69.56342
E01033104,37.564503
E01033109,53.610817
E01012859,63.28458
E01012889,58.644688
E01012891,66.90594
E01012892,54.134693
E01012893,60.74899
E01012858,51.415802
E01012860,32.03468
E01012886,47.44968
E01012888,56.559666
E01033110,60.85038
E01012882,15.059214
E01012883,28.308638
E01012884,43.116703
E01012887,61.12418
E01032595,34.67115
E01013174,48.17753
E01013175,14.956727
E01013176,14.890496
E01013177,61.02552
E01013178,15.067953
E01013179,27.59921
E01013180,20.720404
E01013136,87.31744
E01013137,76.850395
E01013139,79.506836
E01013142,69.55405
E01013218,57.680397
E01013219,54.119896
E01013220,53.54142
E01013221,57.02181
E01013222,45.433353
E01013144,67.89702
E01013145,14.017805
E01013146,24.442188
E01013148,10.855419
E01013195,33.40539
E01013196,40.944534
E01013201,58.90796
E01013202,41.029613
E01013203,71.43259
E01013138,78.85413
E01013140,63.021503
E01013141,48.67089
E01013143,36.527866
E01013173,15.287582
E01013223,8.636392
E01013224,13.142877
E01013226,7.7155485
E01013187,49.214615
E01013188,13.294849
E01013231,35.8544
E01013233,25.61993
E01013147,45.272976
E01013234,15.890216
E01033414,17.334513
E01013128,41.02494
E01013198,26.094362
E01013199,45.404514
E01013200,17.11424
E01013159,47.95457
E01013161,50.202713
E01013162,47.95572
E01013165,63.640144
E01013158,30.702868
E01013160,19.263096
E01013163,15.402763
E01013164,28.708658
E01013197,29.893784
E01013149,9.380392
E01013150,8.881585
E01013227,24.945587
E01013228,16.372602
E01013229,50.832027
E01013131,46.218117
E01013132,17.96758
E01013133,29.491632
E01013134,25.294939
E01013206,49.26481
E01013207,34.490467
E01013211,20.596556
E01013212,56.508698
E01013181,55.16384
E01013182,15.043651
E01013183,21.879686
E01013184,33.074833
E01013185,11.665815
E01013186,16.707476
E01013129,42.20449
E01013151,7.659646
E01013152,7.579137
E01013155,7.1628437
E01013130,39.060085
E01013135,30.869589
E01013154,8.662204
E01013156,26.920017
E01013204,43.41726
E01013205,68.04589
E01013208,75.305984
E01013209,54.21563
E01013210,66.68743
E01013153,15.739246
E01013157,8.217254
E01013166,16.64075
E01013167,21.241499
E01013169,19.345684
E01013189,11.06295
E01013190,8.868628
E01013191,9.6882305
E01013192,38.185566
E01013194,9.592305
E01013168,6.15547
E01013170,11.025637
E01013171,5.8538504
E01013172,10.388821
E01013193,7.985504
E01013213,25.626467
E01013214,4.745775
E01013215,4.0363026
E01013216,5.5984764
E01013217,7.8786736
E01013225,10.422041
E01013254,29.364723
E01013255,23.220572
E01013256,11.0804
E01013257,9.1289425
E01013258,24.201904
E01013259,30.527306
E01013303,23.96801
E01013304,10.047521
E01013305,9.5270195
E01013307,13.270195
E01013288,11.652074
E01013291,26.490955
E01013292,11.693495
E01013294,12.982089
E01013270,15.527443
E01013306,15.373479
E01013308,23.838917
E01013309,14.287668
E01013286,31.699322
E01013287,16.709108
E01013289,11.020682
E01013290,8.124469
E01013293,8.004259
E01013245,30.280863
E01013246,23.348955
E01013247,15.199059
E01013248,13.191077
E01013249,23.342957
E01013297,18.909891
E01013300,47.13556
E01013302,13.073475
E01013331,43.000988
E01013296,58.273373
E01013298,56.470848
E01013299,57.79784
E01013330,40.126728
E01013332,40.430393
E01013295,13.079603
E01013301,13.71661
E01013333,16.062183
E01013334,12.601723
E01013310,34.394802
E01013312,43.34165
E01013313,18.973406
E01013314,28.313282
E01013267,8.42478
E01013268,10.816055
E01013269,11.227984
E01013271,26.8509
E01013272,27.688025
E01013273,9.893252
E01013279,58.265938
E01013285,13.018676
E01013316,9.004469
E01013321,9.583575
E01013274,11.498927
E01013275,8.873962
E01013276,20.112112
E01013277,9.27144
E01013315,38.488724
E01013317,15.19338
E01013318,17.13863
E01013319,29.848852
E01013238,36.31179
E01013240,35.81591
E01013311,60.122334
E01013320,24.080992
E01013278,62.47573
E01013280,28.53897
E01013281,37.834206
E01013283,43.466564
E01013236,16.978838
E01013239,31.202066
E01013282,28.19897
E01013284,53.630123
E01013237,47.270138
E01013261,5.784155
E01013262,6.543378
E01013263,12.212613
E01033296,13.333479
E01033297,6.554941
E01013260,10.154373
E01013264,11.676804
E01013265,5.362049
E01013266,7.2371492
E01013241,10.730673
E01013242,11.593115
E01013243,8.940077
E01013244,18.05398
E01013324,8.404781
E01013326,9.503658
E01013327,12.682976
E01013328,6.1795073
E01013322,11.468385
E01013323,10.862277
E01013325,13.228871
E01013329,17.152607
E01013250,16.566254
E01013251,9.785547
E01013252,6.9471073
E01013253,15.377078
E01013436,4.444191
E01013438,7.2746916
E01013439,3.6288583
E01013440,6.1304827
E01013370,8.325603
E01013373,9.96618
E01013375,8.009467
E01013376,4.4968624
E01013371,4.484337
E01013372,10.454285
E01013374,4.715008
E01013377,5.7733793
E01013404,18.87187
E01013407,6.913165
E01013408,6.1636925
E01013410,27.053253
E01013405,9.219884
E01013406,10.241702
E01013409,12.442708
E01013411,8.575611
E01013428,9.821954
E01013429,8.813355
E01013430,6.281657
E01013431,8.134465
E01013435,7.555752
E01013344,13.728657
E01013346,13.592591
E01013432,7.868518
E01013433,4.6658955
E01013434,6.8742704
E01013379,7.7000294
E01013380,8.24077
E01013385,19.808691
E01013387,3.912933
E01013388,4.6513443
E01013389,7.388751
E01013437,9.050477
E01013343,16.33841
E01013345,12.152487
E01013347,39.155197
E01013349,39.583714
E01013350,28.688793
E01013348,13.87673
E01013368,11.916732
E01013382,19.29973
E01013383,18.648909
E01013386,32.97439
E01013421,9.468467
E01013422,7.1939125
E01013426,6.506773
E01013427,3.327442
E01013335,32.747585
E01013336,15.480107
E01013337,7.77328
E01013338,9.768026
E01013339,6.3668795
E01013392,10.151856
E01013366,28.65353
E01013369,19.5033
E01013416,28.967367
E01033067,30.352005
E01033068,17.547161
E01033069,17.9764
E01033070,18.978334
E01013381,9.552695
E01013402,6.225319
E01013419,8.590962
E01013420,4.604542
E01013384,16.169748
E01013398,15.203507
E01013399,34.02457
E01013400,20.435509
E01013401,14.130511
E01013403,10.156052
E01013393,14.276622
E01013394,28.405764
E01013395,10.456492
E01013396,13.9505205
E01013441,17.512554
E01013445,25.543955
E01013390,16.587234
E01013391,11.249502
E01013397,10.384891
E01013413,5.189039
E01013417,10.649782
E01013442,14.372939
E01013443,38.10898
E01013444,37.07029
E01013446,17.793642
E01013447,31.282991
E01013448,35.18043
E01013360,5.981534
E01013361,5.9918966
E01013362,10.284244
E01013363,16.599142
E01013364,17.328026
E01013418,14.757829
E01013351,4.870329
E01013352,6.273775
E01013451,5.3044395
E01013452,3.2592561
E01013357,4.3295727
E01013358,7.421631
E01013412,10.737889
E01013414,7.803834
E01013353,25.452772
E01013354,4.5291862
E01013355,7.070509
E01013356,9.187122
E01013359,20.75107
E01013449,11.267807
E01013365,8.774416
E01013378,9.019885
E01013450,7.32366
E01013340,4.938818
E01013341,7.412839
E01013342,6.5457697
E01013423,1.1748579
E01013424,4.3225365
E01013425,5.070774
E01027558,12.729961
E01027559,19.551508
E01027569,12.436533
E01027570,18.164621
E01027562,16.708986
E01027567,6.316018
E01027585,7.451043
E01027568,13.03473
E01027571,10.78802
E01027572,13.116283
E01027573,11.0866
E01027557,14.321558
E01027561,6.0390863
E01027576,5.276825
E01027574,7.1836863
E01027575,8.646797
E01027577,11.523874
E01027579,35.84907
E01027578,21.27331
E01027580,36.41325
E01027581,25.917524
E01027582,18.029747
E01027556,11.390962
E01027560,6.547785
E01027563,10.414474
E01027586,17.232939
E01027555,10.609127
E01027564,31.09067
E01027565,9.108492
E01027566,9.056184
E01027583,10.350937
E01027584,12.197863
E01027591,9.224237
E01027597,5.698675
E01027599,18.412888
E01027623,4.490185
E01027625,24.000145
E01027598,4.6990147
E01027618,3.8547208
E01027624,2.7175214
E01027626,8.14876
E01027627,8.277416
E01027590,15.704985
E01027592,8.342583
E01027613,14.457342
E01027617,11.525637
E01027605,14.800409
E01027606,6.0358334
E01027608,22.478022
E01027609,25.059132
E01027610,16.833546
E01027611,12.01015
E01027612,31.2008
E01027616,9.78474
E01027603,11.896544
E01027604,12.039242
E01027607,3.438419
E01027614,5.454317
E01027615,2.2572038
E01027587,13.097592
E01027588,10.335039
E01027589,8.939901
E01027593,8.7198515
E01027628,14.484268
E01027633,10.577756
E01033065,8.834894
E01033066,4.5197525
E01027620,13.426684
E01027630,18.014349
E01027631,12.082866
E01027632,6.9164696
E01027637,14.142355
E01027621,13.836739
E01027629,32.267902
E01027635,7.594939
E01027636,11.849314
E01027594,21.827744
E01027595,7.7503138
E01027596,7.8148365
E01027601,14.522488
E01027622,14.542428
E01027600,9.665306
E01027619,5.0926
E01027634,8.378133
E01027666,11.792892
E01027667,9.134902
E01027685,10.011606
E01027686,15.690426
E01027712,5.4977837
E01027713,15.714017
E01027714,13.560442
E01027715,6.0230713
E01027643,14.1081705
E01027688,8.08727
E01027736,11.895815
E01027737,4.5997353
E01027705,13.549521
E01027706,26.468412
E01027707,12.47535
E01027708,11.183216
E01027709,5.7127886
E01027710,22.231743
E01027711,19.31861
E01027644,10.32485
E01027645,12.888851
E01027647,11.481839
E01027687,7.3641844
E01027681,13.134335
E01027693,10.043004
E01027701,14.022801
E01027702,11.387845
E01027642,4.4624634
E01027646,10.970861
E01027674,6.326185
E01027675,2.249954
E01027641,2.0482233
E01027664,6.435974
E01027665,6.9776077
E01027722,4.2250214
E01027668,10.447087
E01027669,20.895449
E01027673,14.476945
E01027676,19.992437
E01027638,8.729241
E01027639,3.7960985
E01027640,10.385778
E01027690,8.304398
E01027738,12.531313
E01027739,17.53795
E01027741,17.080269
E01027689,18.265358
E01027691,10.232926
E01027720,18.634209
E01027721,6.047185
E01027723,24.898624
E01027670,5.6982794
E01027671,3.2563035
E01027672,9.14972
E01027704,5.921343
E01027649,16.28649
E01027651,28.557697
E01027657,11.506137
E01027658,15.351618
E01027692,12.093297
E01027740,50.458588
E01027648,11.588256
E01027650,11.566835
E01027726,16.122036
E01027727,12.976544
E01027728,15.349517
E01027729,14.561566
E01027652,8.653615
E01027655,6.1736965
E01027659,16.927017
E01027677,7.231846
E01027678,26.060524
E01027680,8.790874
E01027683,4.247034
E01027684,8.6621275
E01027695,10.422175
E01027696,6.856776
E01027703,16.40934
E01027660,9.121209
E01027661,7.708622
E01027662,4.951332
E01027663,10.801922
E01027697,10.309746
E01027733,3.0930746
E01027682,11.018189
E01027694,3.568813
E01027734,13.4696455
E01027735,12.198838
E01027656,8.967664
E01027679,4.737417
E01027730,4.9023075
E01027731,5.434536
E01027732,4.034687
E01027653,5.897895
E01027654,6.5287266
E01027698,2.3143442
E01027716,2.6730955
E01027717,5.8259277
E01027718,4.1842594
E01027719,3.9221475
E01027699,2.4879148
E01027700,2.3865526
E01027724,7.4426527
E01027725,10.759434
E01027743,9.132956
E01027751,7.0014772
E01027752,8.72915
E01027759,9.631884
E01027761,11.289054
E01027762,8.3870535
E01027765,10.879898
E01027766,14.874768
E01027767,8.209661
E01027768,3.786535
E01027769,15.165982
E01027770,18.989561
E01027745,8.448326
E01027746,10.86326
E01027747,10.184029
E01027748,12.14491
E01027749,33.521378
E01027750,12.735684
E01027754,12.846731
E01027771,10.77604
E01027772,15.311769
E01033183,13.627094
E01033184,9.466123
E01027742,9.835544
E01027753,12.535023
E01027763,13.96912
E01027764,15.543375
E01027773,14.949972
E01027744,7.305112
E01027756,10.628454
E01027758,14.508238
E01027760,11.35493
E01033185,8.29475
E01033186,6.2387743
E01027776,14.9981575
E01027777,18.756594
E01027783,8.031954
E01027784,14.080051
E01027792,13.937785
E01027793,19.529232
E01027794,7.932498
E01027795,22.03657
E01027801,8.7367325
E01027802,14.602045
E01027775,15.202363
E01027780,11.015037
E01027781,15.987418
E01027800,18.538687
E01027779,23.436121
E01027796,14.401787
E01027798,21.910938
E01027803,12.13759
E01027774,9.67506
E01027778,14.54765
E01027782,12.428113
E01027797,12.156072
E01027799,7.395895
E01027785,31.301575
E01027786,7.8421593
E01027787,24.776617
E01027788,15.720466
E01027789,23.16747
E01027790,18.598291
E01027791,8.8278885
E01027837,32.153496
E01027839,15.02773
E01027869,46.30084
E01027870,28.684275
E01027871,16.885452
E01027813,15.727473
E01027822,13.184962
E01027840,25.15445
E01027841,21.846043
E01027838,11.281088
E01027864,32.789715
E01027865,32.13455
E01027866,24.42331
E01027821,9.061154
E01027823,17.709398
E01027831,15.622338
E01027832,16.368729
E01027836,10.881615
E01027857,13.833677
E01027842,13.816713
E01027843,17.105145
E01027844,4.654518
E01027845,7.1511
E01027855,3.175371
E01027856,7.787896
E01027805,45.595493
E01027806,24.797392
E01027846,31.009962
E01027847,68.36135
E01027848,8.753488
E01027849,15.740724
E01027850,32.11365
E01027872,30.61242
E01027874,59.951042
E01027810,28.762922
E01027811,23.679976
E01027812,42.68839
E01027851,13.940663
E01027862,29.42146
E01027824,31.64002
E01027825,33.0318
E01027826,21.127916
E01027861,22.815151
E01027863,8.383098
E01027873,12.000142
E01027804,58.978943
E01027852,37.80078
E01027853,22.854292
E01027854,36.51607
E01027868,13.957698
E01027807,18.871506
E01027808,12.369738
E01027809,11.369967
E01027818,18.755035
E01027867,6.7333574
E01027817,57.34358
E01027819,63.31258
E01027820,45.830727
E01027858,7.4451323
E01027860,14.126687
E01027814,10.240573
E01027815,10.560351
E01027816,6.169018
E01027859,9.560858
E01027827,41.451065
E01027828,15.036248
E01027829,19.185703
E01027830,27.659876
E01027833,23.63455
E01027834,12.880057
E01027835,16.145952
E01027918,17.292425
E01027919,16.937786
E01027920,10.370126
E01027921,16.318886
E01027922,6.819785
E01027875,11.467873
E01027886,9.990367
E01027887,7.539274
E01027888,6.580513
E01027904,5.8228683
E01027876,10.781005
E01027877,14.31799
E01027900,5.9347143
E01027901,4.2725754
E01027902,10.482985
E01027903,7.7363214
E01027898,6.107791
E01027914,8.980421
E01027915,19.027195
E01027916,22.790466
E01027917,8.509919
E01027878,16.897583
E01027905,31.848743
E01027907,52.96465
E01027908,35.65749
E01027909,35.0479
E01027910,24.803074
E01027881,15.626279
E01027906,23.982523
E01027911,19.177301
E01027912,9.329654
E01027913,5.1642437
E01027879,7.74541
E01027880,6.4434633
E01027882,7.040124
E01027894,9.636362
E01027895,9.615966
E01027883,16.020105
E01027884,13.659054
E01027885,9.384084
E01027896,13.224658
E01027897,6.6346807
E01027891,11.895356
E01027892,24.483967
E01027893,4.801689
E01027899,6.5769205
E01027889,15.133314
E01027890,12.00726
E01027923,14.644053
E01027924,10.612773
E01007434,26.110043
E01007435,40.680058
E01007438,16.429636
E01007439,12.158195
E01007433,27.36031
E01007436,23.52139
E01007437,32.243828
E01007440,35.519207
E01007329,22.930302
E01007331,23.09465
E01007342,22.972008
E01007343,39.207912
E01007356,10.985102
E01007357,23.66691
E01007361,18.112888
E01007362,9.809288
E01007363,37.555603
E01007355,7.9132843
E01007358,11.396673
E01007359,25.224556
E01007360,22.902506
E01007386,11.128326
E01007328,48.54899
E01007330,26.323757
E01007332,37.308357
E01007333,52.261417
E01007323,43.67101
E01007324,47.568882
E01007325,61.47195
E01007326,47.414577
E01007327,51.34502
E01007411,62.36509
E01007341,56.68543
E01007345,30.75136
E01007346,32.10531
E01007347,20.959278
E01007334,14.813923
E01007335,19.333735
E01007400,12.907982
E01007404,18.106266
E01007406,53.146282
E01007408,21.288298
E01007409,12.930299
E01007410,41.334816
E01032550,30.30624
E01032551,16.569262
E01007344,23.468777
E01007402,52.811577
E01007403,51.71847
E01007405,34.875088
E01007379,14.4109745
E01007380,7.87226
E01007381,9.154488
E01007387,17.522104
E01007442,11.427405
E01007444,22.51992
E01007446,12.757859
E01007336,36.40705
E01007340,31.231377
E01007415,26.441036
E01007417,31.816454
E01007441,25.417122
E01007443,34.853043
E01007445,29.637293
E01007372,57.319435
E01007373,57.419384
E01007374,30.80297
E01007375,32.732067
E01007377,50.257046
E01007378,68.32049
E01007319,15.689345
E01007321,14.783787
E01007322,31.880241
E01007337,30.902887
E01007418,6.93289
E01007419,6.2947617
E01007420,8.029687
E01007425,6.6107426
E01007338,69.43444
E01007339,47.260326
E01007413,57.41946
E01007414,38.646473
E01007317,54.306
E01007318,46.840034
E01007320,45.878693
E01007416,64.90307
E01007382,26.046377
E01007383,8.286835
E01007384,10.623703
E01007385,37.927704
E01007348,41.24565
E01007349,37.02542
E01007350,20.426497
E01007351,26.203028
E01007352,55.219482
E01007353,23.181227
E01007354,25.818174
E01007458,32.820446
E01007459,21.71051
E01007460,24.096292
E01007461,45.401573
E01007462,54.65305
E01007463,58.26033
E01007369,56.843807
E01007370,49.28356
E01007371,32.106266
E01007376,43.307938
E01007447,33.742077
E01007448,39.475754
E01007449,32.455387
E01007450,48.168804
E01007427,7.711252
E01007428,9.53351
E01007429,28.418022
E01007430,3.8552854
E01007431,10.492414
E01007432,9.385259
E01007364,44.13899
E01007365,43.542377
E01007366,13.226693
E01007367,41.0255
E01007368,34.169678
E01007451,39.416233
E01007452,14.284814
E01007453,51.535107
E01007455,19.259684
E01032924,12.543455
E01032925,34.751232
E01007421,13.025177
E01007422,7.7113924
E01007423,10.355828
E01007426,13.634497
E01007396,22.511715
E01007397,35.708965
E01007398,18.714756
E01007399,13.721801
E01007424,13.819127
E01007388,15.040622
E01007393,28.4359
E01007394,41.30493
E01007456,14.547497
E01007457,31.711576
E01007389,17.867315
E01007390,22.164522
E01007391,37.643448
E01007392,43.914352
E01007395,38.125153
E01007632,28.831398
E01007633,39.81883
E01007634,52.36268
E01007635,28.312538
E01007487,33.89089
E01007488,29.686918
E01007489,20.205645
E01007490,21.255352
E01007491,47.333076
E01007492,49.79502
E01007493,14.205355
E01007636,34.1568
E01007637,28.143559
E01007638,36.64456
E01007639,29.15235
E01007640,16.385809
E01007641,27.213478
E01007642,46.372334
E01007625,12.530257
E01007626,56.675373
E01007627,45.382317
E01007628,53.000183
E01007629,61.294537
E01007468,13.356384
E01007469,23.578827
E01007470,35.89509
E01007472,57.152077
E01007473,32.420677
E01007474,54.583794
E01007554,15.502257
E01007555,52.75057
E01007556,48.14112
E01007561,7.0079193
E01007562,18.829952
E01007563,48.18412
E01007621,9.238955
E01007622,8.57848
E01007623,23.672749
E01007624,7.040844
E01007630,16.38382
E01007631,7.7980423
E01007553,10.569503
E01007557,27.568043
E01007558,22.162876
E01007559,14.6747675
E01007560,14.117154
E01007464,31.164454
E01007465,32.476852
E01007466,50.82028
E01007467,34.52689
E01007471,15.38977
E01007504,32.113438
E01007507,53.15242
E01007506,50.841137
E01007508,64.791885
E01007509,53.548542
E01007510,36.039047
E01007511,52.239548
E01007475,8.693154
E01007476,18.815851
E01007477,14.070032
E01007478,23.00806
E01007512,19.957947
E01007513,29.769686
E01007515,33.40597
E01007518,14.800076
E01007519,30.64816
E01007505,20.468958
E01007514,32.00581
E01007516,18.25105
E01007517,38.15693
E01007479,30.486113
E01007480,28.607977
E01007482,44.176014
E01033259,11.331727
E01033260,16.242317
E01007570,15.431652
E01007650,22.508444
E01007651,36.5838
E01007652,44.390644
E01007653,19.262169
E01007656,44.592796
E01007581,11.375337
E01007582,14.709129
E01007588,16.532633
E01007589,10.8237
E01007483,14.5518875
E01007484,25.294725
E01007485,8.042745
E01007486,27.952305
E01007564,52.53442
E01007565,15.211573
E01007566,57.1337
E01007567,27.156855
E01007568,50.885857
E01007569,37.54669
E01007644,18.72068
E01007646,23.187773
E01007647,22.726717
E01007648,54.7667
E01007649,17.04869
E01007654,37.153313
E01007583,15.465729
E01007586,18.464249
E01007587,16.510004
E01007620,11.642197
E01007584,20.846186
E01007585,18.360083
E01007617,5.41374
E01007618,6.000636
E01007619,5.7944107
E01007529,55.14471
E01007530,44.9671
E01007531,40.339714
E01007643,53.435566
E01007645,50.897057
E01007655,53.071514
E01007494,23.354326
E01007532,64.86814
E01007533,35.85379
E01007535,33.781746
E01007522,46.80888
E01007525,36.373444
E01007528,29.947262
E01007604,12.202116
E01007521,8.085997
E01007523,10.512895
E01007524,13.030211
E01007526,12.243733
E01007607,23.918226
E01007599,8.437609
E01007600,6.132531
E01007601,7.6164827
E01007602,9.0192795
E01007603,9.760823
E01007520,8.622846
E01007527,7.026349
E01007605,9.275
E01007606,5.6283665
E01007495,41.149925
E01007500,52.627766
E01007502,9.2338505
E01007534,50.68685
E01007496,48.727627
E01007497,31.39651
E01007498,39.252964
E01007499,55.180042
E01007501,21.236027
E01007503,8.337074
E01007575,71.42433
E01007578,39.275448
E01007579,28.423182
E01007580,25.190887
E01007571,29.785849
E01007572,31.122099
E01007573,69.071754
E01007574,52.99921
E01007576,30.165607
E01007577,70.24246
E01007536,27.246069
E01007542,57.315987
E01007543,65.61671
E01007544,77.33542
E01007546,33.73494
E01007551,13.726361
E01007552,11.142873
E01007613,9.152091
E01007545,32.606163
E01007547,48.46005
E01007548,45.706005
E01007549,53.13828
E01007550,34.436462
E01007537,21.293158
E01007538,34.802757
E01007539,43.006493
E01007540,26.992638
E01007541,37.600826
E01007591,31.672564
E01007594,9.083909
E01007596,10.32359
E01007598,17.164774
E01007590,32.806816
E01007592,47.049023
E01007593,40.74134
E01007595,37.502605
E01007597,53.477367
E01007608,15.434566
E01007609,15.707298
E01007610,8.255829
E01007611,15.315524
E01007612,6.36331
E01007614,9.398161
E01007615,14.399565
E01007616,10.963816
E01007693,20.258738
E01007694,43.33313
E01007695,13.014261
E01007697,44.18671
E01007698,23.183764
E01007816,20.84127
E01007817,30.828766
E01007819,17.8666
E01007820,25.29631
E01007821,28.590109
E01007822,47.134403
E01007796,53.605373
E01007797,24.566587
E01007798,13.470122
E01007799,31.16489
E01007800,36.835342
E01007818,10.728574
E01007777,26.838217
E01007793,26.626923
E01007794,40.628635
E01007795,12.802582
E01007778,14.54747
E01007779,52.211597
E01007780,28.38445
E01007781,25.362686
E01007782,36.78962
E01007771,18.147005
E01007772,35.94867
E01007773,38.25512
E01007774,33.855534
E01007696,13.516674
E01007801,11.423887
E01007802,9.622097
E01007803,20.37051
E01007808,5.905614
E01007775,64.053955
E01007776,27.48849
E01007783,36.59139
E01007784,40.291195
E01007728,23.148825
E01007729,56.138435
E01007730,50.70788
E01007731,25.227627
E01007732,49.235645
E01007733,40.588383
E01007719,61.685215
E01007720,28.509418
E01007721,57.860447
E01007727,49.974167
E01007740,38.30589
E01007804,44.373425
E01007805,52.419365
E01007806,40.51845
E01007807,33.100105
E01007681,18.489677
E01007691,10.891142
E01007692,14.091996
E01032926,10.293478
E01032927,23.608595
E01007723,52.12459
E01007735,64.864395
E01007737,68.74107
E01007738,63.314083
E01007739,63.66835
E01007736,75.850006
E01007765,24.26121
E01007766,44.70928
E01007768,65.50884
E01007770,43.20451
E01007741,14.624482
E01007742,22.365864
E01007743,13.2719145
E01007744,30.779179
E01007745,35.156425
E01007746,23.154623
E01007715,64.52154
E01007716,58.559193
E01007717,40.899742
E01007718,44.47986
E01007677,69.22201
E01007714,58.84254
E01007767,42.14911
